n,p,v,corpus
同時,に,する,ted
文化,が,失われる,ted
ビーチ,で,迎える,ted
成人,を,迎える,ted
真っ只中,で,育つ,ted
化学,に,依存する,ted
時,に,飛ばされる,ted
両親,が,飛ばされる,ted
地区,に,飛ばされる,ted
閉鎖,に,なる,ted
歳,で,得る,ted
職,を,得る,ted
北京,に,残される,ted
自活,を,される,ted
運命,を,受け入れる,ted
代わり,に,誓う,ted
学校,に,戻る,ted
こと,を,誓う,ted
こと,を,試す,ted
成り行き,を,見守る,ted
此処,に,ある,ted
メジャー,が,ある,ted
世界,に,向ける,ted
目,を,向ける,ted
等,が,含まれる,ted
重量,を,測定する,ted
実際,に,異なる,ted
物,が,いる,ted
そこ,に,いる,ted
喪失,と,向き合う,ted
影響,を,及ぼす,ted
口,に,する,ted
物質,で,コーティングする,ted
さん,が,使う,ted
鍋,を,使う,ted
其れ,に,似る,ted
口,に,入る,ted
毎,に,減る,ted
どこ,へ,行く,ted
痛み,が,襲う,ted
国,を,襲う,ted
生産,を,促進する,ted
管理,を,許容する,ted
仕組み,を,発明する,ted
人,を,繋げる,ted
年間,に,する,ted
旅,を,する,ted
アメリカ,で,発展する,ted
町々,を,訪れる,ted
デザイン思考,が,生み出す,ted
変化,を,生み出す,ted
イノベーション,を,生み出す,ted
切っ掛け,と,なる,ted
赤ちゃん,が,学ぶ,ted
事,を,学ぶ,ted
焦点,を,合わせる,ted
表情,を,真似る,ted
手,に,取る,ted
単語,を,話す,ted
事,を,学ぶ,ted
度,に,形成される,ted
結合,が,形成される,ted
脳,で,形成される,ted
私,が,お話しする,ted
世界中,で,提案する,ted
事柄,を,提案する,ted
事柄,を,取り決める,ted
才能,を,齎す,ted
貴方,が,発見する,ted
物質,が,なる,ted
起源,と,なる,ted
中身,を,食べる,ted
ポール,が,話す,ted
コンスタンス,に,向かう,ted
彼女,が,いない,ted
彼女,が,支える,ted
工具,を,持つ,ted
舞台上,で,生きる,ted
常,に,生きる,ted
達,が,望む,ted
和平,を,望む,ted
合意,に,むける,ted
履行,を,手助けする,ted
合意,が,行われる,ted
日,に,約束される,ted
事項,に,沿う,ted
物,と,なる,ted
バルブ,を,回す,ted
濃度,が,なる,ted
%,に,なる,ted
等,が,死ぬ,ted
ガンジー,が,提唱する,ted
生活,を,する,ted
デザイン,が,入る,ted
気,に,入る,ted
サイン会,を,遣る,ted
マジック,で,書く,ted
順,に,出す,ted
プリンター,に,出す,ted
考え,が,生まれる,ted
一般,に,生じる,ted
個人,から,成る,ted
他人,に,及ぼす,ted
害,を,及ぼす,ted
他人,に,及ぼす,ted
害,を,及ぼす,ted
統計,が,増える,ted
物,が,存在する,ted
こと,を,考える,ted
助け,を,する,ted
必要,と,する,ted
ボトル,に,溜める,ted
コイン,を,溜める,ted
考え方,が,変わる,ted
彼女,が,進める,ted
ファイナンス,が,齎す,ted
ドル,で,暮らす,ted
達,に,齎す,ted
力,を,齎す,ted
毎,に,結成する,ted
部族,を,結成する,ted
身,を,持つ,ted
投票者,が,答える,ted
私,が,投票しない,ted
オバマ,に,投票しない,ted
機構,が,する,ted
プログラミング,が,なる,ted
テクノロジー,を,使う,ted
代,に,現れる,ted
ミュージアム,に,ある,ted
大学,に,通う,ted
伝統,を,持つ,ted
中,に,実在する,ted
事柄,を,発見する,ted
知,が,ある,ted
力,を,注ぎ込む,ted
つ,に,注ぎ込む,ted
対,に,なる,ted
対,と,呼ばれる,ted
単語,を,作る,ted
機器,が,ある,ted
前,に,計測する,ted
達,が,計測する,ted
減少率,を,計測する,ted
其れ,で,投資する,ted
お金,を,投資する,ted
イノベーション,と,なる,ted
doma,に,する,ted
署名,を,する,ted
法律,が,可決される,ted
墓,に,入る,ted
傷口,に,纏わる,ted
作業,に,取り組む,ted
自分,が,癒やされる,ted
こと,を,意味する,ted
漫画,が,舞い込む,ted
中,から,採用される,ted
洞察,に,満ちる,ted
雑誌,で,務める,ted
エディター,を,務める,ted
マンコフ,が,解剖する,ted
笑い,を,解剖する,ted
理由,を,話す,ted
人々,に,与える,ted
声,を,与える,ted
声,で,表現出来る,ted
エイミー,に,お願いする,ted
父,が,亡くなる,ted
月,に,亡くなる,ted
外見,を,する,ted
チャンス,が,ある,ted
子供,を,連れる,ted
パンテオン,に,連れる,ted
キラ,に,経験させる,ted
力,を,経験させる,ted
一日,に,変える,ted
時,を,経る,ted
コース,を,変える,ted
未来,に,貢献したい,ted
娘,を,出す,ted
嫁,に,出す,ted
行動,を,起こす,ted
人々,を,見付ける,ted
自分,を,悩ませる,ted
物,が,消える,ted
協同,が,なる,ted
コミュニティー,が,形成される,ted
マップ,を,見る,ted
脳内,で,表現される,ted
手,が,表現される,ted
頭数,を,維持する,ted
負荷,が,掛かる,ted
どこ,に,帰す,ted
等,を,帰す,ted
身,を,引く,ted
乱闘,に,ならない,ted
気,を,配る,ted
黒熊,が,歩く,ted
ポーチ,を,持つ,ted
紐付き,で,する,ted
弾,に,する,ted
鉛玉,を,入れる,ted
ポーチ,に,入れる,ted
紐,を,放す,ted
事,で,投擲する,ted
標的,に,向ける,ted
顔,で,止める,ted
詩,を,出す,ted
場,に,出す,ted
広告板,で,見る,ted
箱,で,見る,ted
詩,を,見る,ted
常,に,活動する,ted
診断,が,出る,ted
泥沼,に,嵌まる,ted
茶,を,掻き混ぜる,ted
母,を,見る,ted
中南部,で,探す,ted
専門医,を,探す,ted
概念,を,変える,ted
自由度,を,高める,ted
学,で,起きる,ted
知識,を,覆す,ted
年,を,捧げる,ted
保全,に,捧げる,ted
此れ,が,示す,ted
時,が,経つ,ted
気,が,変わる,ted
チャンス,を,与える,ted
ポータル,で,探す,ted
軍隊,が,存在する,ted
守り,が,緩まる,ted
所,に,誘われる,ted
見解,に,誘われる,ted
木星,より,なり得る,ted
熱,を,出す,ted
こと,を,行う,ted
こと,を,思う,ted
心,から,思う,ted
誇り,に,思う,ted
家,から,遣る,ted
人,で,遣る,ted
大岩,を,持ち上げる,ted
対立,を,解消する,ted
精神,に,欠ける,ted
動物,を,撃ち殺す,ted
家,に,持つ,ted
何,が,起こる,ted
二人,に,話す,ted
スウェーデン,を,上げる,ted
例,に,上げる,ted
米国,と,似る,ted
法律,を,持つ,ted
椅子,に,座る,ted
バランス,を,取る,ted
常,に,取る,ted
力,が,伝わる,ted
椅子,に,伝わる,ted
我々,が,抱える,ted
皆,が,楽しむ,ted
一時,を,楽しむ,ted
実際,に,作成する,ted
モデル,を,作成する,ted
時,に,発症する,ted
癌,が,発症する,ted
何,が,起こる,ted
治療,が,ある,ted
癌,に,ある,ted
効果,が,ある,ted
攻め,に,出る,ted
自体,に,ある,ted
意味,が,ある,ted
論理,で,成り立つ,ted
数学,が,役立つ,ted
こと,に,役立つ,ted
寄付,を,推進する,ted
GDP,に,占める,ted
割合,を,上げる,ted
%,に,上げる,ted
寄付金,が,増やす,ted
お金,が,使われる,ted
私達,が,勧める,ted
拡大,を,勧める,ted
額,が,なる,ted
増し,に,なる,ted
患者,から,見る,ted
目,を,見る,ted
こと,を,忘れない,ted
作戦,を,変更する,ted
対象,を,設定する,ted
他,に,作る,ted
私,が,作る,ted
前,に,思い付く,ted
時計,を,観察する,ted
穴蔵,に,閉じ込める,ted
ボランティア,が,協力する,ted
実験,に,協力する,ted
生活,に,出る,ted
大喜び,で,出る,ted
自動,で,行う,ted
コーラ,に,使用される,ted
コカイン,が,使用される,ted
そこ,で,考える,ted
方法,を,考える,ted
程度,に,する事,ted
量,で,診断出来る,ted
研究,を,続ける,ted
女性,を,検診する,ted
画像,を,見る,ted
母,が,亡くなる,ted
映画,を,追い求める,ted
観戦,を,楽しむ,ted
大学生,が,教える,ted
時,を,表す,ted
広告,を,送る,ted
コスト,を,掛け算する,ted
人々,を,解放する,ted
自由,を,得る,ted
総額,を,計算する,ted
ドル,に,なる,ted
アメリカ人,が,買う,ted
プレッツェル,を,買う,ted
シアトル,が,投資する,ted
路面電車,に,投資する,ted
アメリカ,で,購入する,ted
ジーンズ,を,購入する,ted
ジュリエット,が,言う,ted
%,を,占める,ted
此れ,を,見張る,ted
絆,が,生まれる,ted
時,に,知らされる,ted
NASA,から,知らされる,ted
上空,に,見付かる,ted
オゾンホール,が,見付かる,ted
私達,が,歩く,ted
下,を,歩く,ted
年,に,発見される,ted
現実,に,住む,ted
こと,で,得る,ted
物,を,得る,ted
方法,で,管理する,ted
リスク,を,管理する,ted
潜水艇,に,乗る,ted
深海,に,潜る,ted
光,が,踊る,ted
スコットランド,に,ある,ted
音声,を,カスタマイズする,ted
会社,に,問い合わせる,ted
達,が,育てる,ted
こと,を,忘れず,ted
上,に,ある,ted
ソースコード,が,ある,ted
格差,が,付く,ted
短期間,で,付く,ted
物,を,する,ted
台無し,に,する,ted
才能,が,ある,ted
こと,を,遣る,ted
基準,を,持つ,ted
スターリングエンジン,を,再検討する,ted
其れ,に,加える,ted
アルゴリズム,を,加える,ted
此れ,を,取り入れる,ted
ロボット,に,取り入れる,ted
ロボット,と,やりとりする,ted
そこ,で,塗る,ted
ペースト,を,作る,ted
ガン,に,塗る,ted
時,に,決められる,ted
毎,に,違う,ted
物,を,作る,ted
独自性,が,持つ,ted
必要性,が,ある,ted
どこ,へ,行く,ted
元,に,作られる,ted
意識,を,取り上げる,ted
興味,を,惹かれ始める,ted
システム,に,入る,ted
犠牲者,を,見出し,ted
者,を,起訴する,ted
動物,に,頼らない,ted
人間,が,食べる,ted
逆向き,に,映る,ted
実験,を,行う,ted
片方,に,付く,ted
棒,が,付く,ted
ロボット,を,作成する,ted
被験者,に,動かす,ted
棒,を,動かす,ted
前後,に,動かす,ted
イベント,に,行く,ted
意見,を,発言する,ted
分析,を,ご紹介する,ted
一面,に,出始める,ted
ギャップ,を,越える,ted
なし,に,飛ばす,ted
ushahidi,へ,飛ばす,ted
物,を,飛ばす,ted
物,を,観察する,ted
システム,を,理解する,ted
手掛かり,が,得られる,ted
システム,を,理解する,ted
手掛かり,が,得られる,ted
相互作用,を,捉える,ted
腕,に,送る,ted
命令,を,送る,ted
命令,に,従う,ted
フィードバック,を,与える,ted
写真,を,撮られる,ted
巨体,を,擦り抜ける,ted
スピード,で,操らない,ted
違い,を,する,ted
基盤,に,する,ted
治療,が,出来る,ted
そば,に,置く,ted
制作,を,再開する,ted
こと,が,なる,ted
背景,に,なる,ted
作品,に,与える,ted
深み,を,与える,ted
関係,を,断つ,ted
付け,を,行う,ted
此処,で,産卵する,ted
後ろ,に,いる,ted
友達,が,現れる,ted
後,に,現れる,ted
しろ,が,ある,ted
以上,に,取り組み,ted
高み,に,向かう,ted
ソフトウェア,に,入れられる,ted
特性,が,関連する,ted
互い,に,関連する,ted
宇宙,を,漂う,ted
星屑,が,紡ぎ出す,ted
蚊帳,を,つる,ted
こと,を,考え付く,ted
そこ,へ,行く,ted
アーカイブ,を,見る,ted
こと,が,分かる,ted
患者,に,近付ける,ted
触れ合い,が,実現する,ted
体,を,作る,ted
私達,に,できず,ted
心,を,読む,ted
そこ,に,感じる,ted
不安,を,感じる,ted
体,が,消費する,ted
栄養素,を,得る,ted
老廃物,を,取り除く,ted
研究,で,分かる,ted
睡眠,と,関係する,ted
人物,が,破壊する,ted
システム,を,破壊する,ted
案,を,唱える,ted
人件費,が,上がる,ted
雇用,が,減る,ted
核,を,成す,ted
高校,を,卒業する,ted
頃,に,なる,ted
自分,が,したい,ted
何,を,したい,ted
何,を,したい,ted
ショック,を,あらわす,ted
憤怒,を,あらわす,ted
怒り,を,あらわす,ted
落書き,が,現れる,ted
行使,に,加える,ted
工夫,を,加える,ted
必要,が,出る,ted
成果,を,得る,ted
子供達,が,つける,ted
身,に,つける,ted
未来,へ,続く,ted
道,が,開ける,ted
地域,で,亡くなる,ted
手,に,かける,ted
手,に,入る,ted
武器,に,頼り,ted
状況,で,行う,ted
人,を,威嚇する,ted
行為,を,行う,ted
間違い,を,思い知らされる,ted
遣り方,を,持ち込む,ted
アプローチ,で,手助けする,ted
政府,を,手助けする,ted
ナノ,を,買う,ted
此処,に,来る,ted
中,を,飛び回らせる,ted
展示室,で,紡ぐ,ted
物語,を,紡ぐ,ted
人々,を,訓練する,ted
場所,で,訓練する,ted
方法,で,生産する,ted
製品,を,生産する,ted
方法,で,提供する,ted
此処,から,抽出する,ted
DNA,を,抽出する,ted
色,を,つける,ted
ペンキ,が,なる,ted
だま,に,なる,ted
此処,で,してる,ted
何,を,してる,ted
クイーン,を,取られない,ted
達,が,する,ted
何,を,する,ted
教室,で,揉める,ted
御陰,で,ある,ted
怪我,を,する,ted
目標,に,達する,ted
芸術,を,考えない,ted
準備,を,進める,ted
目的,を,達成できない,ted
話,を,始める,ted
前,に,始める,ted
スキャン,を,始める,ted
暗闇,に,横たわる,ted
話,が,始まる,ted
プロジェクト,を,始める,ted
年,に,飛ばす,ted
関係者,を,集める,ted
痛み,を,分かち合う,ted
こと,を,成し遂げる,ted
力,を,与える,ted
一人,で,する,ted
旅,を,する,ted
左右,を,見る,ted
励み,に,なる,ted
光景,を,見付ける,ted
頭,を,噛む,ted
方向,に,進む,ted
元,に,なされる,ted
文,を,作る,ted
時,に,処理される,ted
レベル,が,ある,ted
其れ,が,支配する,ted
使用,を,支配する,ted
世界,を,変える,ted
人間,が,する,ted
発明,を,する,ted
結果,を,見通す,ted
間,に,存在する,ted
ギャップ,が,過小評価される,ted
此れ,を,示す,ted
事例,を,紹介する,ted
人,が,掘り出す,ted
裏庭,から,掘り出す,ted
石,を,掘り出す,ted
其れ,を,入れる,ted
中,に,入れる,ted
顔,を,埋める,ted
私,に,言う,ted
こと,を,思い出す,ted
船,で,行く,ted
水域,に,行く,ted
船,で,行く,ted
水域,に,行く,ted
此れ,から,築かれる,ted
彼,が,酔っ払う,ted
子供,を,殺す,ted
自宅,に,呼ぶ,ted
チーム,を,呼ぶ,ted
%,が,発見される,ted
核融合,に,ある,ted
こと,を,提案したい,ted
生活,を,する,ted
環境,に,住む,ted
質,を,高められる,ted
物,を,含む,ted
研究,から,分かる,ted
何,が,分かる,ted
つ,と,思う,ted
私,が,押す,ted
ボタン,を,押す,ted
残り,が,出る,ted
時間,が,なる,ted
校外,に,出る,ted
博物館,に,ある,ted
組織,を,使う,ted
そこ,に,ある,ted
DNA,が,ある,ted
報道,を,する,ted
言葉,を,信じる,ted
皆,が,助ける,ted
嵐,が,続く,ted
考え,を,公表する,ted
世の中,を,変えられる,ted
其れ,を,送る,ted
メッセージ,で,送る,ted
携帯電話,に,送る,ted
其れ,に,加える,ted
そこ,から,決別したい,ted
玩具,を,鳴らしたい,ted
土地,を,する,ted
更地,に,する,ted
腐葉土,に,覆われる,ted
状態,に,比較する,ted
腐葉土,に,覆われる,ted
場所,と,比較する,ted
時代,に,ある,ted
疑問,を,抱える,ted
貴方,が,重要視する,ted
どれ,を,重要視する,ted
皆,に,ある,ted
意味,が,ある,ted
お金,を,生み出す,ted
物,と,なる,ted
様,が,支援する,ted
軍隊,を,支援する,ted
銃,を,提供する,ted
彼女,に,提供する,ted
父,に,支給される,ted
疑問,に,思う,ted
問題,を,取り締まらない,ted
御陰,で,出来る,ted
一人一人,と,話す,ted
視線,を,交わす,ted
時間,が,出来る,ted
都市,へ,移動する,ted
注意,を,払う,ted
手掛かり,を,与える,ted
為,に,さらされる,ted
品,を,使う,ted
遺産,を,スキャンする,ted
